INSTNM,HIGHDEG,CONTROL,ADM_RATE,UGDS
Paradise Valley Community College,2,1,NULL,5843
Chandler-Gilbert Community College,2,1,NULL,8493
HSHS St. John's Hospital School of Clinical Laboratory Science,0,2,NULL,6
Madison Media Institute,2,3,NULL,11
Great Plains Technology Center,1,1,NULL,172
Roane-Jackson Technical Center,1,1,NULL,37
Pioneer Technology Center,1,1,NULL,147
Portage Lakes Career Center,1,1,NULL,69
Eastern College of Health Vocations-New Orleans,1,3,NULL,58
Bell Mar Beauty College,1,3,NULL,90
Caddo Kiowa Technology Center,1,1,NULL,382
Center for Instruction Technology & Innovation,1,1,NULL,64
International School of Skin Nailcare & Massage Therapy,1,3,NULL,196
Palomar Institute of Cosmetology,1,3,NULL,149
Southern Oklahoma Technology Center,1,1,NULL,145
Vista College,2,3,NULL,606
Autry Technology Center,1,1,0.9273,380
Greene County Vocational School District,1,1,NULL,28
Canadian Valley Technology Center,1,1,NULL,333
Wilkes-Barre Area Career and Technical Center Practical Nursing,1,1,0.4025,165
Meridian Technology Center,1,1,NULL,867
Waynesville Career Center,1,1,NULL,30
Capitol School of Hairstyling and Esthetics,1,3,NULL,107
Morris County Vocational School District,1,1,0.95,37
Ross Medical Education Center-Roosevelt Park,1,3,NULL,155
Ross Medical Education Center-Kentwood,1,3,NULL,169
South Florida Bible College and Theological Seminary,4,2,NULL,171
Cloyd's Barber School 2 Inc,1,3,NULL,26
Universal Technical Institute of Illinois Inc,1,3,NULL,954
Pennsylvania College of Technology,3,1,NULL,5289
Commonwealth Institute of Funeral Service,2,2,NULL,205
Delta College of Arts & Technology,2,3,NULL,252
InterCoast Colleges-Santa Ana,2,3,NULL,320
Stone Child College,2,1,NULL,190
New York Academy of Art,4,2,NULL,NULL
Suffolk County Community College,2,1,NULL,19942
Las Positas College,2,1,NULL,8048
Blades School of Hair Design,1,3,NULL,75
Ogeechee Technical College,2,1,NULL,1682
Remington College-Mobile Campus,2,2,NULL,313
Southern Technical College,3,3,NULL,858
Mercy-St Luke's School of Radiologic Technology,1,2,NULL,22
Southwest Acupuncture College-Santa Fe,4,3,NULL,NULL
Northwest Technology Center-Alva,1,1,NULL,139
Mercer County Career Center,1,1,NULL,16
California State University-San Marcos,4,1,0.5842,14871
Baptist Theological Seminary at Richmond,4,2,NULL,NULL
Purdue University Global-Des Moines,4,1,NULL,636
Hairmasters Institute of Cosmetology,1,3,NULL,101
Tricoci University of Beauty Culture LLC-Bloomington,1,3,NULL,91
Interactive College of Technology-Newport,2,3,NULL,65
Miller-Motte College-McCann-Monroe,2,3,NULL,498
Ross Medical Education Center-Taylor,1,3,NULL,77
National Tractor Trailer School Inc-Liverpool,1,3,NULL,102
Interactive College of Technology,2,3,NULL,40
Butler Beauty Academy-New Castle Beauty Academy,1,3,NULL,21
NorthWest Arkansas Community College,2,1,NULL,6034
Brewster Technical College,1,1,NULL,205
Hodges University,4,2,0.7655,853
University of St. Augustine for Health Sciences,4,3,NULL,NULL
Capital Area School of Practical Nursing,1,1,NULL,123
Hair Professionals Career College,1,3,NULL,65
Alexandria School of Scientific Therapeutics,1,3,NULL,23
Empire Beauty School-Bloomfield,1,3,NULL,112
Southwest Technology Center,1,1,NULL,275
Western Area Career & Technology Center,1,1,0.88,104
Hussian College-Daymar College Clarksville,3,3,NULL,719
Nossi College of Art,3,3,0.4915,303
Seguin Beauty School-New Braunfels,1,3,NULL,22
Pima Medical Institute-Seattle,2,3,NULL,468
Mineral County Vocational Technical Center,1,1,NULL,19
Hypnosis Motivation Institute,1,2,NULL,132
Los Angeles ORT College-Los Angeles Campus,2,2,NULL,119
Thanh Le College School of Cosmetology,1,3,NULL,44
Southeastern Technical College,2,1,NULL,1217
Massachusetts School of Law,4,2,NULL,NULL
Alliance Career Center,1,1,NULL,87
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,1,3,NULL,2081
Erwin Technical College,1,1,NULL,904
Rosel School of Cosmetology,1,3,NULL,47
Worsham College of Mortuary Science,2,3,NULL,95
Bryan University,4,3,NULL,189
Oregon College of Oriental Medicine,4,2,NULL,NULL
Central Pennsylvania Institute of Science and Technology,1,1,NULL,218
Northwest Educational Center,1,3,NULL,234
Sebring Career Schools-Houston,1,3,NULL,115
PCI Health Training Center,1,3,NULL,445
Bryant & Stratton College-Solon,3,3,NULL,182
Hamrick School,1,3,NULL,127
Alabama State College of Barber Styling,1,3,NULL,15
Fortis College,1,3,NULL,322
Downey Adult School,1,1,NULL,652
CRU Institute of Cosmetology and Barbering,1,3,NULL,62
Modern Technology School,1,3,NULL,129
National Career Education,2,3,NULL,398
North-West College-Glendale,1,3,NULL,141
Fremont College,3,3,NULL,215
Pomona Unified School District Adult and Career Education,1,1,NULL,156
Universal College of Beauty Inc-Los Angeles 2,1,3,NULL,26
IBMC College,2,3,NULL,405
Avalon Institute-Aurora,1,3,NULL,38
Academy of Cosmetology,1,3,NULL,119
Sunstate Academy,1,2,NULL,312
Fortis College-Smyrna,2,3,NULL,613
Remington College-Honolulu Campus,3,2,NULL,131
Ross College-Davenport,2,3,NULL,67
Pivot Point Academy,1,3,NULL,81
Blalock's Professional Beauty College,1,3,NULL,16
Diesel Driving Academy-Baton Rouge,1,3,NULL,266
New England Hair Academy,1,3,NULL,149
Rob Roy Academy-Worcester,1,3,NULL,124
Upper Cape Cod Regional Technical School,1,1,0.3333,79
All-State Career-Baltimore,1,3,NULL,539
Adler Graduate School,4,2,NULL,NULL
Academy of Hair Design-Jackson,1,3,NULL,53
KC's School of Hair Design,1,3,NULL,39
Lincoln Technical Institute-Moorestown,1,3,NULL,579
MCVSD,1,1,NULL,54
Beauty School of Middletown,1,3,NULL,17
Bryant & Stratton College-Southtowns,3,3,NULL,185
Continental School of Beauty Culture-Olean,1,3,NULL,39
National Tractor Trailer School Inc-Buffalo,1,3,NULL,100
Yeshiva Gedolah Imrei Yosef D'spinka,3,2,NULL,146
Knox County Career Center,1,1,NULL,244
Madison Adult Career Center,1,1,NULL,141
Remington College-Cleveland Campus,2,2,NULL,568
Toledo Academy of Beauty Culture-East,1,3,NULL,58
Brown & Clermont Adult Career Campuses,1,1,NULL,22
Chisholm Trail Technology Center,1,1,NULL,34
Gordon Cooper Technology Center,1,1,NULL,738
Kiamichi Technology Center-McAlester,1,1,NULL,485
YTI Career Institute-Altoona,2,3,NULL,39
Eastern Center for Arts and Technology,1,1,1,55
Empire Beauty School-Center City Philadelphia,1,3,NULL,300
CEM College-Humacao,3,3,NULL,262
Colegio Mayor de Tecnologia Inc,1,3,NULL,7
Institucion Chaviano de Mayaguez,1,3,NULL,58
EDIC College,3,3,0.9724,2238
Liceo de Arte-Dise-O y Comercio,1,3,NULL,280
Universal Technology College of Puerto Rico,3,2,NULL,295
Academy of Hair Technology,1,3,NULL,77
Mr Wayne's School of Unisex Hair Design,1,3,NULL,29
Queen City College,1,3,NULL,122
College of the Marshall Islands,2,1,NULL,1111
Remington College-Fort Worth Campus,2,2,NULL,474
UCAS University of Cosmetology Arts & Sciences,1,3,NULL,26
School of Automotive Machinists & Technology,2,3,0.9615,182
Nuvani Institute,1,3,NULL,17
Nuvani Institute,1,3,NULL,46
Texas College of Cosmetology-Abilene,1,3,NULL,72
Vista College-Online,3,3,NULL,464
Centura College-Newport News,2,3,NULL,126
Centura College-Norfolk,2,3,NULL,166
Virginia Beach City Public Schools School of Practical Nursing,1,1,NULL,33
Northwest College of Art & Design,3,3,NULL,85
University of Washington-Bothell Campus,4,1,0.7935,5363
University of Washington-Tacoma Campus,4,1,0.8556,4530
Huntington School of Beauty Culture,1,3,NULL,99
Valley College-Beckley,1,3,NULL,117
Valley College-Martinsburg,2,3,NULL,516
Valley College-Princeton,1,3,NULL,50
Bellus Academy-Poway,1,3,NULL,335
Capstone College,1,3,NULL,57
Central Coast College,2,3,0.9568,245
Pacific College of Health and Science,4,3,NULL,114
Artistic Nails and Beauty Academy-Tampa,1,3,NULL,81
National Aviation Academy of Tampa Bay,1,3,NULL,710
Madison Oneida BOCES-Practical Nursing Program,1,1,0.6452,53
College of Health Care Professions,1,3,NULL,133
Center for Advanced Legal Studies,2,3,NULL,211
Houston Training School-Main Campus,1,3,NULL,115
Bay Mills Community College,2,1,NULL,427
Fond du Lac Tribal and Community College,2,1,NULL,634
Northwest Indian College,3,1,NULL,508
Provo College,3,3,NULL,444
Paul Mitchell the School-Provo,1,3,NULL,115
University of Phoenix-Utah,4,3,NULL,54
Cortiva Institute-Salt Lake,1,3,NULL,179
CET-Coachella,1,2,NULL,84
CET-Oxnard,1,2,NULL,109
CET-Santa Maria,1,2,NULL,114
Colorado School of Traditional Chinese Medicine,4,3,NULL,NULL
Massage Therapy Institute of Colorado,1,3,NULL,39
Michigan College of Beauty-Troy,1,3,NULL,309
Ogle School Hair Skin Nails-Dallas,1,3,NULL,305
Phoenix Seminary,4,2,NULL,NULL
Faust Institute of Cosmetology-Spirit Lake,1,3,NULL,7
Cheeks Beauty Academy,1,3,NULL,36
Colorado School of Healing Arts,1,3,NULL,98
Healing Arts Institute,1,3,NULL,48
Mt. Diablo Adult Education-Mt. Diablo USD,1,1,NULL,116
Royale College of Beauty and Barbering,1,3,NULL,66
Greater Lowell Technical School,1,1,1,78
Academy of Hair Design-Pearl,1,3,NULL,47
Genesis Career College-Lebanon,1,3,NULL,134
Star College of Cosmetology 2,1,3,NULL,63
Southwest Collegiate Institute for the Deaf,2,1,NULL,86
Fortis College-Richmond,2,3,NULL,425
Midwest College of Oriental Medicine-Racine,4,3,NULL,15
Hacienda La Puente Adult Education,2,1,NULL,903
La Belle Beauty Academy,1,3,NULL,321
Hawaii Community College,2,1,NULL,1977
Robert Fiance Beauty Schools-North Plainfield,1,3,NULL,64
Long Island Beauty School-Hauppauge,1,3,NULL,209
Buckeye Joint Vocational School,1,1,NULL,102
Sandusky Career Center,1,1,NULL,97
Greater Altoona Career & Technology Center,1,1,NULL,320
Central Texas Beauty College-Temple,1,3,NULL,132
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,1,1,0.3735,141
Empire Beauty School-Brooklyn,1,3,NULL,135
Houston Training School-Gulfgate,1,3,NULL,144
Antonelli College-Hattiesburg,2,3,NULL,155
Eastern New Mexico University Ruidoso Branch Community College,2,1,NULL,360
United Education Institute-Ontario,1,3,NULL,468
United Education Institute-Encino,1,3,NULL,671
Beacon College,3,2,0.5075,400
Acupuncture and Integrative Medicine College-Berkeley,4,2,NULL,NULL
Estrella Mountain Community College,2,1,NULL,7738
Heartland Community College,2,1,NULL,3474
University of the Potomac-Washington DC Campus,4,3,NULL,68
Rabbi Jacob Joseph School,3,2,0.5,57
The Salon Professional Academy-Melbourne,1,3,NULL,94
Fortis Institute-Scranton,2,3,NULL,288
Milan Institute of Cosmetology,1,3,NULL,79
Everglades University,4,2,0.6935,1921
Seminar L'moros Bais Yaakov,2,2,0.8309,353
Herzing University-Orlando,4,2,0.9412,537
Cortiva Institute,1,3,NULL,150
National College-Nashville,2,3,NULL,217
College of Biblical Studies-Houston,3,2,NULL,376
Inner State Beauty School,1,3,NULL,97
Mid-EastCTC-Adult Education,1,1,NULL,226
Polaris Career Center,1,1,NULL,198
P&A Scholars Beauty School,1,3,NULL,278
ASM Beauty World Academy,1,3,NULL,156
Sharp's Academy of Hairstyling,1,3,NULL,19
The College of Health Care Professions-Northwest,3,3,NULL,1552
School of Professional Horticulture New York Botanical Garden,1,2,NULL,20
Fortis College,2,3,NULL,309
Watkins College of Art Design & Film,4,2,0.7039,180
Alhambra Beauty College,1,3,NULL,88
UEI College-Gardena,1,3,NULL,849
Asian-American International Beauty College,1,3,NULL,609
Copper Mountain Community College,2,1,NULL,1466
Diversified Vocational College,1,3,NULL,597
UEI College-Fresno,1,3,NULL,1000
Mt Sierra College,3,3,0.8,130
Santiago Canyon College,2,1,NULL,10519
Southern California Institute of Technology,3,3,0.5964,584
Soka University of America,4,2,0.3896,428
Summit College,1,3,NULL,1218
Advance Beauty College,1,3,NULL,487
World Mission University,4,2,NULL,137
Yo San University of Traditional Chinese Medicine,4,2,NULL,NULL
Cannella School of Hair Design-Blue Island,1,3,NULL,34
John Amico School of Hair Design,1,3,NULL,230
Delta College Inc,1,3,NULL,59
Southwest University of Visual Arts-Albuquerque,3,3,NULL,47
Tri-State Cosmetology Institute,1,3,NULL,159
Frontier Community College,2,1,NULL,349
Lincoln Trail College,2,1,NULL,465
Wabash Valley College,2,1,NULL,556
American Institute of Interior Design,1,3,NULL,19
Brookline College-Tempe,2,3,NULL,373
Inter American University of Puerto Rico-School of Optometry,4,2,NULL,NULL
Schiller International University,4,3,NULL,35
Coconino Community College,2,1,NULL,2492
Emma's Beauty Academy-Juana Diaz,1,3,NULL,455
Brillare Beauty Institute,1,2,NULL,31
Columbia Central University-Yauco,3,3,NULL,283
Pima Medical Institute-Denver,2,3,NULL,631
ASA College,2,3,NULL,4347
Ohio State School of Cosmetology-Heath,1,3,NULL,53
Ohio State School of Cosmetology,1,3,NULL,32
Yeshivas Novominsk,0,2,0.9833,159
Southern Careers Institute-Corpus Christi,1,3,NULL,353
Rabbinical College of Ohr Shimon Yisroel,3,2,NULL,218
Carroll Community College,2,1,NULL,2441
University of Phoenix-New Mexico,4,3,NULL,84
Galen College of Nursing-Tampa Bay,2,3,NULL,1303
Galen College of Nursing-San Antonio,2,3,NULL,1510
Sarasota School of Massage Therapy,1,3,NULL,94
Schuyler Steuben Chemung Tioga Allegany BOCES,1,1,NULL,150
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,0,1,NULL,17
DCI Career Institute,1,3,NULL,43
Central Susquehanna Intermediate Unit LPN Career,1,1,0.4762,83
Myotherapy College of Utah,1,3,NULL,75
City College-Gainesville,3,2,NULL,190
Arizona State University-West,4,1,0.8241,3981
Cortiva Institute-Westport,1,3,NULL,119
G Skin & Beauty Institute,1,3,NULL,367
Cosmetology Training Center,1,3,NULL,104
Stage One-The Hair School,1,3,NULL,81
Empire Beauty School-Malden,1,3,NULL,59
Xenon International Academy-Omaha,1,3,NULL,191
Capri Institute of Hair Design-Brick,1,3,NULL,128
Capri Institute of Hair Design-Kenilworth,1,3,NULL,107
Capri Institute of Hair Design-Paramus,1,3,NULL,97
Orlo School of Hair Design and Cosmetology,1,3,NULL,42
Eastland-Fairfield Career and Technical Schools,1,1,NULL,153
Empire Beauty School-Cincinnati,1,3,NULL,150
Mahoning County Career and Technical Center,1,1,NULL,79
Pickaway Ross Joint Vocational School District,1,1,NULL,258
Pioneer Career and Technology Center,1,1,NULL,10
Raphael's School of Beauty Culture Inc-Boardman,1,3,NULL,109
Scioto County Career Technical Center,1,1,NULL,93
Trumbull Career & Technical Center,1,1,NULL,77
Northwest Technology Center-Fairview,1,1,NULL,8
Pacific Bible College,2,2,NULL,36
Lake Erie College of Osteopathic Medicine,4,2,NULL,6
UCAS University of Cosmetology Arts & Sciences-Harlingen,1,3,NULL,105
Highlights Beauty Schools,1,3,NULL,180
Empire Beauty School-Green Bay,1,3,NULL,31
Warren County Career Center,1,1,NULL,241
Paul Mitchell the School-Wichita,1,3,NULL,136
Pinnacle Institute of Cosmetology,1,3,NULL,45
Southern Careers Institute-Pharr,1,3,NULL,472
Laurel Technical Institute,2,3,0.9625,114
Florida National University-Main Campus,4,3,NULL,3153
Georgia Institute of Cosmetology,1,3,NULL,311
Nouvelle Institute,1,3,NULL,77
Franklin Technology Center Adult Education,1,1,NULL,134
Professional Technical Institution,1,3,NULL,272
Erikson Institute,4,2,NULL,NULL
South Texas College,3,1,NULL,18812
Pike County Joint Vocational School District,1,1,NULL,13
Lorain County Joint Vocational School District,1,1,NULL,138
Roger Williams University School of Law,4,2,NULL,NULL
California State University-Monterey Bay,4,1,0.5852,6502
Bryant & Stratton College-Henrietta,2,3,NULL,207
Ohio Media School-Valley View,1,3,NULL,203
EINE Inc,1,3,NULL,40
Marian Health Careers Center-Los Angeles Campus,1,3,NULL,203
Cleveland Clinic Health System-School of Diagnostic Imaging,1,2,NULL,39
Academy for Nursing and Health Occupations,2,2,NULL,466
Shawsheen Valley School of Practical Nursing,1,1,NULL,32
Shear Ego International School of Hair Design,1,3,NULL,112
Remington College-Memphis Campus,3,2,NULL,611
Fayette Institute of Technology,1,1,NULL,36
Capella University,4,3,NULL,9799
College of Menominee Nation,3,2,NULL,212
Leech Lake Tribal College,2,1,NULL,155
Spartan College of Aeronautics & Technology,2,3,NULL,420
Stone Academy-Waterbury,1,3,NULL,138
East San Gabriel Valley Regional Occupational Program,2,1,NULL,139
Yukon Beauty College Inc,1,3,NULL,18
United Education Institute-Morrow,1,3,NULL,856
Toni & Guy Hairdressing Academy-Atlanta,1,3,NULL,78
Mitchells Academy,1,3,NULL,30
Artistic Academy of Hair Design,1,3,NULL,137
Motoring Technical Training Institute,1,3,0.9956,196
Mech-Tech College,2,3,NULL,2416
Baldwin Beauty School-North Austin,1,3,NULL,104
Jean Madeline Aveda Institute,1,3,NULL,275
Pacific College of Health and Science,4,3,NULL,152
Johnson & Wales University-North Miami,3,2,0.8352,1309
Tricoci University of Beauty Culture-Indianapolis,1,3,NULL,217
Trine University-Regional/Non-Traditional Campuses,4,2,0.6667,302
Pennsylvania Highlands Community College,2,1,NULL,1029
Nevada Career Institute,1,3,NULL,294
Phillips Theological Seminary,4,2,NULL,NULL
Empire Beauty School-Hanover,1,3,NULL,74
Industrial Management Training Institute,1,3,NULL,122
Allen School-Jamaica,1,3,NULL,126
Premiere Career College,1,3,NULL,162
The University of Texas MD Anderson Cancer Center,4,1,NULL,356
Paul Mitchell the School-Huntsville,1,3,NULL,165
Estes Institute of Cosmetology Arts and Science,1,3,NULL,63
Baldwin Park Adult & Community Education,1,1,NULL,399
Ventura Adult and Continuing Education,1,1,NULL,80
CT Aero Tech School,1,1,NULL,59
Stratford School for Aviation Maintenance Technicians,1,1,NULL,54
College of Business and Technology-Miami Campus,1,3,NULL,0
City College-Altamonte Springs,2,2,NULL,168
Empire Beauty School-Dunwoody,1,3,NULL,76
Cobb Beauty College Inc,1,3,NULL,25
Career Center of Southern Illinois,1,1,NULL,84
Crave Beauty Academy,1,3,NULL,360
Camelot College,1,3,NULL,161
Hastings Beauty School,1,3,NULL,21
Kirksville Area Technical Center,1,1,0.8182,32
South Central Career Center,1,1,NULL,61
Saline County Career Center,1,1,0.6667,23
Warrensburg Area Career Center,1,1,0.9375,29
Nevada Regional Technical Center,1,1,1,21
Cass Career Center,1,1,1,20
Applied Technology Services,1,1,0.2,164
Central College of Cosmetology,1,3,NULL,67
Southeast Missouri Hospital College of Nursing and Health Sciences,3,2,0.6207,174
Messenger College,3,2,0.2727,45
Durham Beauty Academy,1,3,NULL,93
Union County Vocational Technical School,1,1,NULL,96
Prism Career Institute-Philadelphia,1,3,NULL,77
Clinton Essex Warren Washington BOCES,1,1,0.3584,69
Jefferson Lewis BOCES-Practical Nursing Program,1,1,NULL,34
Veeb Nassau County School of Practical Nursing,1,1,0.6768,207
Cattaraugus Allegany BOCES-Practical Nursing Program,1,1,NULL,55
Orange Ulster BOCES-Practical Nursing Program,1,1,0.9333,80
Wayne Finger Lakes BOCES-Practical Nursing Program,1,1,NULL,228
Broome Delaware Tioga BOCES-Practical Nursing Program,1,1,0.3333,64
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,1,1,0.5,9
Albany BOCES-Adult Practical Nursing Program,1,1,NULL,170
Ulster BOCES-School of Practical Nursing,1,1,0.7143,51
Eastern Suffolk BOCES,1,1,0.8258,272
Rockland County BOCES-Practical Nursing Program,1,1,NULL,55
New York College of Health Professions,4,2,NULL,353
Charles Stuart School of Diamond Setting,1,3,NULL,51
Penta County Joint Vocational School,1,1,NULL,39
Career and Technology Education Centers of Licking County,1,1,NULL,316
Northern Career Institute,1,1,NULL,97
Washington County Career Center-Adult Technical Training,1,1,NULL,231
Ohio Media School-Cincinnati,1,3,NULL,156
Vantage Career Center,1,1,NULL,92
Indian Capital Technology Center-Muskogee,1,1,NULL,1237
Western Technology Center,1,1,NULL,171
Mid-America Technology Center,1,1,NULL,872
Northeast Technology Center-Pryor,1,1,NULL,179
Eastern Oklahoma County Technology Center,1,1,NULL,87
Wes Watkins Technology Center,1,1,NULL,48
York County School of Technology-Adult & Continuing Education,1,1,NULL,149
Chester County Intermediate Unit,1,1,0.9706,111
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,1,1,0.8182,21
Greater Johnstown Career and Technology Center,1,1,NULL,209
Mifflin County Academy of Science and Technology,1,1,0.8485,52
Lenape Technical School Practical Nursing Program,1,1,NULL,134
Venango County Area Vocational Technical School,1,1,NULL,62
Lancaster County Career and Technology Center,2,1,NULL,348
Lebanon County Area Vocational Technical School,1,1,NULL,192
Indiana County Technology Center,1,1,NULL,85
Northern Tier Career Center,1,1,0.7209,35
Clarion County Career Center Practical Nursing Program,1,1,1,43
Hazleton Area Career Center,1,1,NULL,15
All-State Career School-Pittsburgh,1,3,NULL,264
Colegio Tecnologico y Comercial de Puerto Rico,1,3,NULL,15
Quality Technical and Beauty College,1,3,NULL,44
D'Mart Institute,1,3,NULL,509
Automeca Technical College-Aguadilla,1,3,NULL,203
Fortis Institute-Cookeville,2,3,NULL,214
North Central Institute,2,3,NULL,61
Pipo Academy of Hair Design,1,3,NULL,30
Tint School of Makeup and Cosmetology-Dallas,1,3,NULL,172
United Technical Center,1,1,0.4815,28
Charles H McCann Technical School,1,1,NULL,30
Central California School of Continuing Education,1,3,NULL,215
Mercy Hospital School of Practical Nursing-Plantation General Hospital,1,3,0.6667,117
Marion Technical College,1,1,NULL,336
Rivertown School of Beauty Barber Skin Care and Nails,1,3,NULL,96
Atlanta Institute of Music and Media,2,3,NULL,182
Illinois Media School,1,3,NULL,104
New Dimensions School of Hair Design,1,3,NULL,19
Forbes Road Career and Technology Center,1,1,NULL,9
Jna Institute of Culinary Arts,2,3,NULL,36
Cortiva Institute-Seattle,1,3,NULL,119
Putnam Career and Technical Center,1,1,NULL,89
Crawford County Career and Technical Center Practical Nursing Program,0,1,NULL,26
Texas College of Cosmetology-San Angelo,1,3,NULL,67
Beauty Schools of America-Hialeah,1,3,NULL,339
Automeca Technical College-Bayamon,1,3,NULL,377
Automeca Technical College-Caguas,1,3,NULL,135
Automeca Technical College-Ponce,1,3,NULL,235
Centura College-Chesapeake,3,3,NULL,157
University of Phoenix-Hawaii,4,3,NULL,313
Cortiva Institute-Miami,1,3,NULL,109
Prism Career Institute-Cherry Hill,1,3,NULL,61
Southwest College of Naturopathic Medicine & Health Sciences,4,2,NULL,NULL
Escuela de Peritos Electricistas de Isabela Inc,1,3,NULL,32
Yeshiva D'monsey Rabbinical College,3,2,0.5313,69
Lincoln Technical Institute-Mahwah,1,3,NULL,857
Career Technical Institute,2,3,NULL,323
Northwest Vista College,2,1,NULL,12378
Oconee Fall Line Technical College,2,1,NULL,1124
York County Community College,2,1,NULL,1054
Northeast Technology Center-Afton,1,1,NULL,200
Western Suffolk BOCES,1,1,NULL,313
Arkansas State University-Mountain Home,2,1,NULL,987
Columbia Gorge Community College,2,1,NULL,670
Arizona State University-Polytechnic,4,1,0.8337,4495
Colleen O'Haras Beauty Academy,1,3,NULL,50
Bakke Graduate University,4,2,NULL,NULL
Tillamook Bay Community College,2,1,NULL,263
Manhattan School of Computer Technology,1,2,NULL,619
Ross College-Hopkinsville,2,3,NULL,74
Paul Mitchell the School-St. George,1,3,NULL,60
Cadillac Institute of Cosmetology,1,3,NULL,12
Arizona College of Nursing-Tempe,2,3,NULL,428
Vanguard-Sentinel Adult Career and Technology Center,1,1,NULL,38
House of Heavilin Beauty College-Raymore,1,3,NULL,27
Living Arts College,3,3,1,243
New York Conservatory for Dramatic Arts,2,3,0.9479,257
Eastern International College-Jersey City,3,3,NULL,295
Academia Serrant Inc,1,3,NULL,290
Champion Institute of Cosmetology,1,3,NULL,51
Pacific College,3,3,0.6,291
American College of Healthcare and Technology,1,3,NULL,73
Compu-Med Vocational Careers Corp,1,3,NULL,304
Advantage Technical College,1,3,NULL,226
Mid Cities Barber College,1,3,NULL,24
Midwestern University-Glendale,4,2,NULL,NULL
Oregon Coast Community College,2,1,NULL,409
Gwinnett College-Sandy Springs,2,3,NULL,105
Mildred Elley-Pittsfield Campus,1,3,NULL,210
Embry-Riddle Aeronautical University-Worldwide,4,2,0.6343,10254
Merkaz Bnos-Business School,1,2,0.8621,110
Lia Schorr Institute of Cosmetic Skin Care Training,1,3,NULL,23
CET-Alexandria,1,2,NULL,103
Aviation Institute of Maintenance-Norfolk,1,3,NULL,239
Centura College-Richmond Main,2,3,NULL,33
Osceola Technical College,1,1,NULL,372
Miami Ad School,1,3,NULL,148
Green Country Technology Center,1,1,0.5354,36
Nova College de Puerto Rico,1,3,NULL,245
John Wesley International Barber and Beauty College,1,3,NULL,86
Miller-Motte College-Platt College-Lawton,1,3,NULL,211
Southeastern College-West Palm Beach,2,3,NULL,533
Ottawa University-Milwaukee,4,2,NULL,153
Klamath Community College,2,1,NULL,1028
L3Harris Flight Academy,1,3,NULL,107
American College of Acupuncture and Oriental Med,4,3,NULL,NULL
AOMA Graduate School of Integrative Medicine,4,3,NULL,NULL
Urban College of Boston,2,2,NULL,676
Strayer University-Maryland,4,3,NULL,2557
Empire Beauty School-Bordentown,1,3,NULL,75
Empire Beauty School-Monroeville,1,3,NULL,91
Southern Careers Institute-San Antonio,1,3,NULL,412
Cayce/Reilly School of Massage,1,2,NULL,24
Prism Career Institute-West Atlantic City,1,3,NULL,56
The Creative Center,3,3,0.6667,39
Studio Jewelers,1,3,NULL,24
Praxis Institute,1,3,NULL,407
San Juan Bautista School of Medicine,4,2,1,36
Texas Health and Science University,4,3,NULL,4
Carver Career Center,2,1,NULL,170
New Hampshire Institute of Art,4,2,0.3628,277
Cayuga Onondaga BOCES-Practical Nursing Program,1,1,0.5797,39
Clearfield County Career and Technology Center,1,1,NULL,61
Colegio de Cinematografia Artes y Television,2,3,NULL,611
Delaware County Technical School-Practical Nursing Program,1,1,1,43
Mid-Del Technology Center,1,1,NULL,89
New York Institute of Massage Inc,1,3,NULL,44
Jolie Hair and Beauty Academy-Ludlow,1,3,NULL,124
Dutchess BOCES-Practical Nursing Program,1,1,0.662,129
Escuela Tecnica de Electricidad,1,3,NULL,181
Institute of Technology,2,3,NULL,1133
Garnet Career Center,1,1,NULL,91
Bristol Technical Education Center,1,1,NULL,65
Genesee Valley BOCES-Practical Nursing Program,1,1,NULL,129
Henrico County-Saint Marys Hospital School of Practical Nursing,1,1,0.8537,123
Herkimer County BOCES-Practical Nursing Program,1,1,NULL,87
International Beauty College,1,3,NULL,67
Cape Coral Technical College,1,1,NULL,324
UPMC Mercy School of Nursing,1,2,0.6818,173
Ocean County Vocational-Technical School,1,1,NULL,369
Trinity College of Puerto Rico,2,2,NULL,111
Virginia Sewing Machines and School Center,1,3,NULL,165
Vogue Beauty and Barber School,1,3,NULL,57
Yeshiva of the Telshe Alumni,3,2,0.7857,101
Northeast Technology Center-Kansas,1,1,NULL,140
Kenneth Shuler School of Cosmetology-Rock Hill,1,3,NULL,106
University of Phoenix-Washington,4,3,NULL,64
CET-El Paso,1,2,NULL,51
Appalachian School of Law,4,2,NULL,NULL
Platt College-Ontario,3,3,NULL,510
Delaware College of Art and Design,2,2,0.7606,109
American University of Health Sciences,4,3,NULL,293
Career Networks Institute,3,3,NULL,338
Monty Tech,1,1,1,35
Okaloosa Technical College,1,1,NULL,336
Lincoln Technical Institute-Lincoln,1,3,NULL,607
Wayne County Schools Career Center,1,1,NULL,177
Blessing Hospital School of Medical Laboratory Technology,1,2,NULL,4
Carolinas College of Health Sciences,2,1,0.2632,466
Western Governors University,4,2,NULL,88921
California Aeronautical University,4,3,NULL,292
