INSTNM,HIGHDEG,CONTROL,ADM_RATE,UGDS
Concord University,4,1,0.914,1452
Davis & Elkins College,3,2,0.6905,702
Fairmont State University,4,1,0.9434,3298
Glenville State College,3,1,NULL,1227
Huntington Junior College,2,3,NULL,212
James Rumsey Technical Institute,1,1,NULL,107
Ralph R Willis Career and Technical Center,1,1,NULL,24
Marshall University,4,1,0.8925,7595
Mercer County Technical Education Center,1,1,0.8197,87
Meredith Manor International Equestrian Center,1,3,NULL,48
Monongalia County Technical Education Center,1,1,0.7879,79
Morgantown Beauty College Inc,1,3,NULL,69
Mountain State College,2,3,NULL,23
Ohio Valley University,4,2,0.9481,235
West Virginia University at Parkersburg,3,1,NULL,1760
Potomac State College of West Virginia University,3,1,NULL,1008
Academy of Careers and Technology,1,1,NULL,180
Salem University,4,3,NULL,809
Shepherd University,4,1,0.977,2479
Southern West Virginia Community and Technical College,2,1,NULL,1338
Fred W Eberle Technical Center,1,1,NULL,76
West Virginia School of Osteopathic Medicine,4,1,NULL,NULL
West Virginia State University,4,1,0.885,1716
West Virginia University Hospital Departments of Rad Tech and Nutrition,1,2,NULL,57
West Liberty University,4,1,0.6844,1868
West Virginia University Institute of Technology,3,1,0.5512,1168
West Virginia Wesleyan College,4,2,0.6572,977
West Virginia Junior College-Charleston,2,3,NULL,218
West Virginia Junior College-Morgantown,2,3,NULL,622
International Beauty School 4,1,3,NULL,85
West Virginia Northern Community College,2,1,NULL,954
West Virginia University,4,1,0.8389,19669
Wheeling University,4,2,0.7682,582
Wood County School of Practical Nursing,1,1,NULL,28
VICI Beauty School,1,3,NULL,113
Alverno College,4,2,0.7823,1015
Madison Area Technical College,4,1,NULL,9500
Bellin College,4,2,0.9571,383
Beloit College,3,2,0.5834,924
Blackhawk Technical College,2,1,NULL,2075
Cardinal Stritch University,4,2,0.769,782
Carroll University,4,2,0.7177,2878
Carthage College,4,2,0.7663,2620
Columbia College of Nursing,4,2,NULL,NULL
Concordia University-Wisconsin,4,2,0.7053,2744
Edgewood College,4,2,0.912,1339
Fox Valley Technical College,2,1,NULL,6029
Gateway Technical College,2,1,NULL,4847
The Professional Hair Design Academy,1,3,NULL,31
Lakeland University,4,2,0.9247,1594
Lakeshore Technical College,2,1,NULL,1908
Lawrence University,3,2,0.6892,1419
Maranatha Baptist University,4,2,0.805,589
Marian University,4,2,0.6767,1284
Marquette University,4,2,0.8249,7828
Medical College of Wisconsin,4,2,NULL,NULL
Mid-State Technical College,2,1,NULL,2211
Milwaukee Area Technical College,2,1,NULL,11903
Milwaukee Institute of Art & Design,3,2,0.6195,924
Milwaukee School of Engineering,4,2,0.6009,2492
Moraine Park Technical College,2,1,NULL,2420
Mount Mary University,4,2,0.5301,621
Nashotah House,4,2,NULL,NULL
Nicolet Area Technical College,2,1,NULL,885
Northcentral Technical College,2,1,NULL,3268
Northeast Wisconsin Technical College,2,1,NULL,6949
Northland College,3,2,0.643,553
Ripon College,3,2,0.7406,796
Sacred Heart Seminary and School of Theology,4,2,NULL,NULL
Saint Norbert College,4,2,0.8425,1859
State College of Beauty Culture Inc,1,3,NULL,34
Southwest Wisconsin Technical College,2,1,NULL,1494
Viterbo University,4,2,0.7925,1723
Chippewa Valley Technical College,2,1,NULL,4175
Waukesha County Technical College,2,1,NULL,4564
Western Technical College,2,1,NULL,3955
University of Wisconsin-Whitewater,4,1,0.7992,9900
Northwood Technical College,2,1,NULL,2226
Wisconsin School of Professional Psychology,4,2,NULL,NULL
University of Wisconsin-Eau Claire,4,1,0.8436,10093
University of Wisconsin-Green Bay,4,1,0.8982,6657
University of Wisconsin-La Crosse,4,1,0.7515,9375
Wisconsin Lutheran College,4,2,0.9562,983
University of Wisconsin-Oshkosh,4,1,0.7858,9147
University of Wisconsin-Parkside,4,1,0.6631,3612
Herzing University-Madison,4,2,0.9191,1642
University of Wisconsin-Stout,4,1,0.901,6788
University of Wisconsin-Superior,4,1,0.8613,2040
University of Wisconsin-Madison,4,1,0.5725,31651
University of Wisconsin-Milwaukee,4,1,0.7869,18910
University of Wisconsin-Platteville,4,1,0.8148,6757
University of Wisconsin-River Falls,4,1,0.7685,5238
University of Wisconsin-Stevens Point,4,1,0.8654,7258
Casper College,2,1,NULL,2361
Central Wyoming College,2,1,NULL,1021
Eastern Wyoming College,2,1,NULL,569
Laramie County Community College,2,1,NULL,2514
Northwest College,2,1,NULL,953
Northern Wyoming Community College District,2,1,NULL,1812
Western Wyoming Community College,2,1,NULL,1480
Cheeks Beauty Academy,1,3,NULL,14
WyoTech,2,3,NULL,585
University of Wyoming,4,1,0.9423,9140
American Samoa Community College,3,1,NULL,1078
Guam Community College,2,1,NULL,1468
University of Guam,4,1,NULL,3096
Northern Marianas College,3,1,NULL,1230
Institute of Beauty Careers,1,3,NULL,157
Educational Technical College-Recinto de Bayamon,2,3,NULL,99
American University of Puerto Rico,4,2,NULL,278
American University of Puerto Rico,4,2,NULL,343
American Educational College,1,3,NULL,288
Antilles School of Technical Careers,1,3,NULL,432
Universidad Adventista de las Antillas,4,2,1,944
Atlantic University College,4,2,NULL,1489
Universidad Central de Bayamon,4,2,0.8797,914
Columbia Central University-Caguas,4,3,NULL,682
Albizu University-San Juan,4,2,0.8,652
Caribbean University-Bayamon,4,2,NULL,636
Caribbean University-Carolina,4,2,NULL,188
Pontifical Catholic University of Puerto Rico-Arecibo,4,2,0.9799,404
Pontifical Catholic University of Puerto Rico-Ponce,4,2,0.912,4823
CEM College-San Juan,3,3,NULL,277
Universidad Teologica del Caribe,4,2,NULL,338
Colegio Universitario de San Juan,3,1,0.875,840
Universidad Ana G. Mendez-Cupey Campus,4,2,NULL,7003
Conservatory of Music of Puerto Rico,4,1,0.8,351
Center for Advanced Studies On Puerto Rico and the Caribbean,4,2,NULL,NULL
EDP University of Puerto Rico Inc-San Sebastian,4,2,0.9514,917
Emma's Beauty Academy-Mayaguez,1,3,NULL,318
Escuela de Artes Plasticas y Diseno de Puerto Rico,3,1,0.8864,405
Instituto Tecnologico de Puerto Rico-Recinto de Manati,2,1,0.8824,452
Huertas College,3,3,NULL,488
Humacao Community College,3,2,NULL,301
ICPR Junior College-Arecibo,2,3,NULL,227
ICPR Junior College-Mayaguez,2,3,NULL,324
Richport Technical College,1,3,NULL,60
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,2,1,0.8631,383
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,2,1,1,132
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,2,1,0.8434,298
Inter American University of Puerto Rico-San German,4,2,0.4458,3090
Inter American University of Puerto Rico-Aguadilla,4,2,0.4271,3271
Inter American University of Puerto Rico-Arecibo,4,2,0.3899,2955
Inter American University of Puerto Rico-Barranquitas,4,2,0.4083,1170
Inter American University of Puerto Rico-Metro,4,2,0.6163,4374
Inter American University of Puerto Rico-Ponce,4,2,0.3542,3359
Inter American University of Puerto Rico-Fajardo,4,2,0.4949,1488
Inter American University of Puerto Rico-Guayama,4,2,0.4204,1521
Inter American University of Puerto Rico-Bayamon,4,2,0.4804,4016
Inter American University of Puerto Rico-School of Law,4,2,NULL,NULL
International Technical College,1,3,NULL,83
Liceo de Arte y Tecnologia,1,3,NULL,896
Modern Hairstyling Institute-Bayamon,1,3,0.825,125
Modern Hairstyling Institute-Arecibo,1,3,0.713,61
NUC University,4,3,NULL,22080
Ponce Health Sciences University,4,3,NULL,NULL
University of Puerto Rico-Aguadilla,3,1,0.8823,2403
University of Puerto Rico-Arecibo,3,1,0.6102,3378
University of Puerto Rico-Bayamon,3,1,0.9107,3592
University of Puerto Rico-Carolina,3,1,0.429,2488
University of Puerto Rico-Cayey,3,1,0.8936,2951
University of Puerto Rico-Humacao,3,1,0.532,3049
University of Puerto Rico-Utuado,3,1,0.6771,539
University of Puerto Rico-Mayaguez,4,1,0.674,11776
University of Puerto Rico-Medical Sciences,4,1,NULL,357
University of Puerto Rico at Ponce,3,1,0.5029,2380
University of Puerto Rico-Rio Piedras,4,1,0.4865,10784
Universidad Ana G. Mendez-Carolina Campus,4,2,NULL,6574
Universidad del Sagrado Corazon,4,2,0.4331,4067
Seminario Evangelico de Puerto Rico,4,2,NULL,NULL
Universidad Central Del Caribe,4,2,0.8571,123
Universidad Politecnica de Puerto Rico,4,2,NULL,3686
Pontifical Catholic University of Puerto Rico-Mayaguez,4,2,0.9656,894
Universidad Ana G. Mendez-Gurabo Campus,4,2,NULL,10896
College of Micronesia-FSM,3,1,0.8321,1850
Palau Community College,2,1,NULL,553
University of the Virgin Islands,4,1,0.9969,1523
Stanford University,4,2,0.0519,6366
Purdue University-Main Campus,4,1,0.6715,35517
Blue Hills Regional Technical School,1,1,0.1333,36
Parker University,4,2,NULL,462
EDP University of Puerto Rico Inc-San Juan,4,2,0.558,1233
ICPR Junior College,2,3,NULL,431
City College-Fort Lauderdale,3,2,0.8889,215
Meridian College,2,3,NULL,194
Georgia State University-Perimeter College,2,1,0.7806,14989
Georgia Piedmont Technical College,2,1,NULL,1898
ETI School of Skilled Trades,1,3,NULL,321
Traxlers School of Hair,1,3,NULL,83
Warren County Community College,2,1,NULL,898
St. John's College,4,2,0.6891,268
Bais Medrash Elyon,3,2,0.3636,25
Antioch University-Los Angeles,4,2,NULL,148
Antioch University-Santa Barbara,4,2,NULL,66
Antioch University-New England,4,2,NULL,NULL
Antioch University-Seattle,4,2,NULL,93
Antioch University,4,2,NULL,0
Mid-America Christian University,4,2,NULL,1396
Miller-Motte College-Platt College-Tulsa,1,3,NULL,167
Ponca City Beauty College,1,3,NULL,28
Francis Tuttle Technology Center,1,1,NULL,638
Central Technology Center,1,1,NULL,1167
Carrington College-Portland,1,3,NULL,330
Career Technology Center of Lackawanna County,1,1,NULL,64
Houston Graduate School of Theology,4,2,NULL,NULL
Palo Alto College,2,1,NULL,7999
Sebring Career Schools-Huntsville,1,3,NULL,26
UCAS University of Cosmetology Arts & Sciences-San Antonio 410,1,3,NULL,60
Central Texas Beauty College-Round Rock,1,3,NULL,156
Unification Theological Seminary,4,2,NULL,NULL
Athens Technical College,2,1,NULL,3411
GateWay Community College-Central City,1,1,NULL,524
Carrington College-San Leandro Campus,2,3,NULL,259
Headmasters School of Hair Design,1,3,NULL,62
The Salon Professional Academy-Nampa,1,3,NULL,91
Beckfield College-Florence,3,3,0.7957,748
Dorsey College-Wayne,1,3,NULL,253
Ecumenical Theological Seminary,4,2,NULL,8
Ross Medical Education Center-Saginaw,1,3,NULL,131
Sussex County Community College,2,1,NULL,1817
Landmark College,4,2,0.5482,367
Yeshiva Gedolah of Greater Detroit,4,2,0.9286,50
Austin Graduate School of Theology,4,2,NULL,13
Collin County Community College District,2,1,NULL,24568
Owensboro Community and Technical College,2,1,NULL,2228
Jenny Lea Academy of Cosmetology,1,3,NULL,31
Cloyd's Beauty School 3 Inc,1,3,NULL,75
Moore Norman Technology Center,1,1,NULL,979
Fayette County Career & Technical Institute Practical Nursing Program,1,1,NULL,33
Franklin County Career and Technology Center,1,1,0.5385,62
Paul Mitchell the School-Knoxville,1,3,NULL,164
Ogle School Hair Skin Nails-Hurst,1,3,NULL,152
Tennessee College of Applied Technology Nashville,1,1,NULL,757
ECPI University,4,3,0.8035,13869
Ms Roberts Academy of Beauty Culture,1,3,NULL,44
Paul Mitchell the School-Houston,1,3,NULL,359
TDDS Technical Institute,1,3,NULL,169
Fortis Institute-Forty Fort,2,3,NULL,182
Laurel Business Institute,2,3,0.9543,235
Aviation Institute of Maintenance-Philadelphia,1,3,NULL,358
Dorsey College-Roseville,1,3,NULL,403
Moler-Pickens Beauty Academy,1,3,NULL,75
Red River Technology Center,1,1,NULL,514
Southern Union State Community College,2,1,NULL,3475
South University-Columbia,4,3,NULL,518
Clinton Technical School,1,1,NULL,17
Greene County Career and Technology Center,1,1,1,12
Lac Courte Oreilles Ojibwe College,2,1,NULL,242
Diesel Driving Academy-Shreveport,1,3,NULL,249
Pima Medical Institute-Mesa,2,3,NULL,822
Platt College-Los Angeles,3,3,NULL,717
Platt College-Aurora,3,3,0.4545,227
Paul Mitchell the School-Boise,1,3,NULL,242
Educators of Beauty College of Cosmetology-Rockford,1,3,NULL,61
Northwestern College,3,3,0.8065,462
Douglas J Aveda Institute,1,3,NULL,803
Ross Medical Education Center-Brighton,1,3,NULL,55
Ross Medical Education Center-Ann Arbor,1,3,NULL,59
Taylortown School of Beauty Inc,1,3,NULL,163
Pike-Lincoln Technical Center,1,1,NULL,39
West Virginia Junior College-United Career Institute,2,3,NULL,73
Bethel Seminary-San Diego,4,2,NULL,NULL
St Charles Community College,2,1,NULL,5596
UMass Global,4,2,0.9498,5879
New College of Florida,4,1,0.6997,646
Montana Bible College,3,2,0.7857,0
Conservatory of Recording Arts and Sciences,1,3,NULL,629
Adrian's Beauty College of Turlock,1,3,NULL,85
California Career School,1,3,NULL,62
San Joaquin Valley College-Fresno,2,3,NULL,474
Dr. Ida Rolf Institute,1,2,1,16
Sunstate Academy,1,2,NULL,306
Elizabeth Grady School of Esthetics and Massage Therapy,1,3,NULL,317
Ross Medical Education Center-Port Huron,1,3,NULL,48
Capri Institute of Hair Design-Clifton,1,3,NULL,236
Raphael's School of Beauty Culture Inc-Alliance,1,3,NULL,421
Metro Technology Centers,1,1,NULL,363
Hussian College-Daymar College Bowling Green,3,3,1,66
Luna Community College,2,1,NULL,443
Grabber School of Hair Design,1,3,NULL,149
Yeshivah Gedolah Rabbinical College,3,2,NULL,47
University of the District of Columbia-David A Clarke School of Law,4,1,NULL,NULL
Raphael's School of Beauty Culture Inc-Brunswick,1,3,NULL,70
Caribbean University-Ponce,4,2,NULL,392
Caribbean University-Vega Baja,4,2,NULL,130
University of Advancing Technology,4,3,0.8069,789
Paradise Valley Community College,2,1,NULL,5118
Chandler-Gilbert Community College,2,1,NULL,8377
Great Plains Technology Center,1,1,NULL,186
Roane-Jackson Technical Center,1,1,NULL,32
Pioneer Technology Center,1,1,NULL,93
Portage Lakes Career Center,1,1,NULL,134
Eastern College of Health Vocations-New Orleans,1,3,NULL,37
Bell Mar Beauty College,1,3,NULL,81
Caddo Kiowa Technology Center,1,1,NULL,102
Center for Instruction Technology & Innovation,1,1,NULL,34
International School of Skin Nailcare & Massage Therapy,1,3,NULL,285
Palomar Institute of Cosmetology,1,3,NULL,99
Southern Oklahoma Technology Center,1,1,NULL,149
Vista College,2,3,NULL,381
Autry Technology Center,1,1,0.5347,374
Greene County Vocational School District,1,1,NULL,23
Canadian Valley Technology Center,1,1,NULL,699
Wilkes-Barre Area Career and Technical Center Practical Nursing,1,1,0.4516,140
Meridian Technology Center,1,1,NULL,251
Waynesville Career Center,1,1,NULL,30
Capitol School of Hairstyling and Esthetics,1,3,NULL,160
Morris County Vocational School District,1,1,0.7308,33
Ross Medical Education Center-Roosevelt Park,1,3,NULL,166
Ross Medical Education Center-Kentwood,1,3,NULL,173
South Florida Bible College and Theological Seminary,4,2,NULL,218
Cloyd's Barber School 2 Inc,1,3,NULL,31
Universal Technical Institute of Illinois Inc,1,3,NULL,1181
Pennsylvania College of Technology,3,1,NULL,4542
Commonwealth Institute of Funeral Service,2,2,NULL,256
Delta College of Arts & Technology,2,3,NULL,287
InterCoast Colleges-Santa Ana,2,3,NULL,20
Stone Child College,3,1,NULL,169
New York Academy of Art,4,2,NULL,NULL
Suffolk County Community College,2,1,NULL,16683
Las Positas College,2,1,NULL,7386
Blades School of Hair Design,1,3,NULL,105
Ogeechee Technical College,2,1,NULL,1790
Remington College-Mobile Campus,2,2,NULL,248
Southern Technical College,3,3,NULL,1125
Mercy-St Luke's School of Radiologic Technology,1,2,NULL,22
Southwest Acupuncture College-Santa Fe,4,3,NULL,NULL
Northwest Technology Center-Alva,1,1,NULL,42
Mercer County Career Center,1,1,NULL,8
California State University-San Marcos,4,1,0.7942,15016
Hairmasters Institute of Cosmetology,1,3,NULL,90
Tricoci University of Beauty Culture LLC-Bloomington,1,3,NULL,101
Interactive College of Technology-Newport,1,3,NULL,28
Miller-Motte College-McCann-Monroe,2,3,NULL,261
Ross Medical Education Center-Taylor,1,3,NULL,59
National Tractor Trailer School Inc-Liverpool,1,3,NULL,158
Interactive College of Technology,2,3,NULL,67
Butler Beauty Academy-New Castle Beauty Academy,1,3,NULL,23
NorthWest Arkansas Community College,2,1,NULL,5231
Brewster Technical College,1,1,NULL,142
Hodges University,4,2,NULL,593
University of St. Augustine for Health Sciences,4,3,NULL,NULL
Capital Area School of Practical Nursing,1,1,NULL,117
Hair Professionals Career College,1,3,NULL,67
Alexandria School of Scientific Therapeutics,1,3,NULL,17
Empire Beauty School-Bloomfield,1,3,NULL,96
Southwest Technology Center,1,1,NULL,332
Western Area Career & Technology Center,1,1,1,47
Hussian College-Daymar College Clarksville,3,3,1,655
Nossi College of Art,3,3,0.488,289
Seguin Beauty School-New Braunfels,1,3,NULL,25
Pima Medical Institute-Seattle,2,3,NULL,646
Mineral County Vocational Technical Center,1,1,NULL,27
Hypnosis Motivation Institute,1,2,NULL,147
Thanh Le College School of Cosmetology,1,3,NULL,53
Southeastern Technical College,2,1,NULL,1151
Massachusetts School of Law,4,2,NULL,NULL
Alliance Career Center,1,1,NULL,50
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,2,3,NULL,2264
Erwin Technical College,1,1,NULL,653
Rosel School of Cosmetology,1,3,NULL,60
Worsham College of Mortuary Science,2,3,0.72,171
Bryan University,4,3,NULL,262
Oregon College of Oriental Medicine,4,2,NULL,NULL
Central Pennsylvania Institute of Science and Technology,2,1,0.8593,113
Northwest Educational Center,1,3,NULL,73
Sebring Career Schools-Houston,1,3,NULL,78
PCI Health Training Center,1,3,NULL,378
Hamrick School,1,3,NULL,101
Alabama State College of Barber Styling,1,3,NULL,6
Fortis College,1,3,NULL,399
Downey Adult School,1,1,NULL,1130
CRU Institute of Cosmetology and Barbering,1,3,NULL,75
Modern Technology School,1,3,NULL,95
National Career Education,2,3,NULL,471
North-West College-Glendale,1,3,NULL,115
Fremont College,4,3,NULL,171
Pomona Unified School District Adult and Career Education,1,1,NULL,61
Universal College of Beauty Inc-Los Angeles 2,1,3,NULL,9
IBMC College,2,3,NULL,408
Avalon Institute-Aurora,1,3,NULL,158
Academy of Cosmetology,1,3,NULL,113
Sunstate Academy,1,2,NULL,296
Fortis College-Smyrna,2,3,NULL,678
Ross College-Davenport,2,3,NULL,62
Pivot Point Academy,1,3,NULL,116
Blalock's Professional Beauty College,1,3,NULL,15
Diesel Driving Academy-Baton Rouge,1,3,NULL,291
New England Hair Academy,1,3,NULL,178
Rob Roy Academy-Worcester,1,3,NULL,126
Upper Cape Cod Regional Technical School,1,1,0.875,75
All-State Career-Baltimore,1,3,NULL,525
Adler Graduate School,4,2,NULL,NULL
Academy of Hair Design-Jackson,1,3,NULL,62
KC's School of Hair Design,1,3,NULL,37
Lincoln Technical Institute-Moorestown,1,3,NULL,710
MCVSD,1,1,NULL,49
National Tractor Trailer School Inc-Buffalo,1,3,NULL,110
Yeshiva Gedolah Imrei Yosef D'spinka,3,2,NULL,187
Knox County Career Center,1,1,NULL,139
Madison Adult Career Center,1,1,NULL,117
Remington College-Cleveland Campus,2,2,NULL,401
Toledo Academy of Beauty Culture-East,1,3,NULL,84
Brown & Clermont Adult Career Campuses,1,1,NULL,63
Chisholm Trail Technology Center,1,1,NULL,32
Gordon Cooper Technology Center,1,1,NULL,236
Kiamichi Technology Center-McAlester,1,1,NULL,541
YTI Career Institute-Altoona,2,3,NULL,59
Eastern Center for Arts and Technology,1,1,1,123
Empire Beauty School-Center City Philadelphia,1,3,NULL,186
CEM College-Humacao,3,3,NULL,177
Colegio Mayor de Tecnologia Inc,1,3,NULL,94
Institucion Chaviano de Mayaguez,1,3,NULL,89
EDIC College,3,3,0.9383,1605
Liceo de Arte-Dise-O y Comercio,1,3,NULL,229
Universal Technology College of Puerto Rico,3,2,NULL,108
Academy of Hair Technology,1,3,NULL,28
Mr Wayne's School of Unisex Hair Design,1,3,NULL,20
Queen City College,1,3,NULL,98
College of the Marshall Islands,3,1,NULL,1159
Remington College-Fort Worth Campus,3,2,NULL,372
UCAS University of Cosmetology Arts & Sciences,1,3,NULL,25
School of Automotive Machinists & Technology,2,3,0.7333,152
Nuvani Institute,1,3,NULL,23
Nuvani Institute,1,3,NULL,85
Texas College of Cosmetology-Abilene,1,3,NULL,72
Vista College-Online,3,3,NULL,540
Centura College-Newport News,2,3,NULL,195
Centura College-Norfolk,2,3,NULL,213
Virginia Beach City Public Schools School of Practical Nursing,1,1,NULL,26
Northwest College of Art & Design,3,3,0.8427,101
University of Washington-Bothell Campus,4,1,0.8793,5618
University of Washington-Tacoma Campus,4,1,0.8605,4552
Huntington School of Beauty Culture,1,3,NULL,105
Valley College-Beckley,1,3,NULL,113
Valley College-Martinsburg,3,3,NULL,628
Bellus Academy-Poway,1,3,NULL,424
Capstone College,1,3,NULL,65
Central Coast College,2,3,NULL,277
Pacific College of Health and Science,4,3,NULL,144
Artistic Nails and Beauty Academy-Tampa,1,3,NULL,227
National Aviation Academy of Tampa Bay,1,3,NULL,711
Madison Oneida BOCES-Practical Nursing Program,1,1,0.875,25
College of Health Care Professions,1,3,NULL,177
Center for Advanced Legal Studies,2,3,NULL,243
Houston Training School-Main Campus,1,3,NULL,110
Bay Mills Community College,3,1,NULL,398
Fond du Lac Tribal and Community College,2,1,NULL,454
Northwest Indian College,3,1,NULL,529
Provo College,3,3,NULL,579
University of Phoenix-Utah,4,3,NULL,11
CET-Coachella,1,2,NULL,79
CET-Oxnard,1,2,NULL,83
CET-Santa Maria,1,2,NULL,132
Colorado School of Traditional Chinese Medicine,4,3,NULL,NULL
Michigan College of Beauty-Troy,1,3,NULL,336
Ogle School Hair Skin Nails-Dallas,1,3,NULL,336
Phoenix Seminary,4,2,NULL,NULL
Faust Institute of Cosmetology-Spirit Lake,1,3,NULL,12
Cheeks Beauty Academy,1,3,NULL,16
Colorado School of Healing Arts,1,3,NULL,27
Mt. Diablo Adult Education-Mt. Diablo USD,1,1,NULL,85
Greater Lowell Technical School,1,1,1,80
Academy of Hair Design-Pearl,1,3,NULL,45
Genesis Career College-Lebanon,1,3,NULL,154
Southwest Collegiate Institute for the Deaf,2,1,NULL,47
Fortis College-Richmond,2,3,NULL,507
Midwest College of Oriental Medicine-Racine,4,3,NULL,10
Hacienda La Puente Adult Education,2,1,NULL,681
La Belle Beauty Academy,1,3,NULL,254
Hawaii Community College,2,1,NULL,1815
Robert Fiance Beauty Schools-North Plainfield,1,3,NULL,117
Long Island Beauty School-Hauppauge,1,3,NULL,190
Buckeye Joint Vocational School,1,1,NULL,75
Sandusky Career Center,1,1,NULL,96
Greater Altoona Career & Technology Center,1,1,NULL,116
Central Texas Beauty College-Temple,1,3,NULL,132
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,1,1,0.5745,94
Empire Beauty School-Brooklyn,1,3,NULL,136
Eastern New Mexico University Ruidoso Branch Community College,2,1,NULL,313
United Education Institute-Ontario,1,3,NULL,859
United Education Institute-Encino,1,3,NULL,767
Beacon College,3,2,0.4461,426
Acupuncture and Integrative Medicine College-Berkeley,4,2,NULL,NULL
Estrella Mountain Community College,2,1,NULL,6942
Heartland Community College,2,1,NULL,3030
University of the Potomac-Washington DC Campus,4,3,NULL,68
Rabbi Jacob Joseph School,3,2,0.7692,73
The Salon Professional Academy-Melbourne,1,3,NULL,170
Albert Einstein College of Medicine,4,2,NULL,NULL
Fortis Institute-Scranton,2,3,NULL,279
Everglades University,4,2,0.7519,1877
Seminar L'moros Bais Yaakov,2,2,0.8311,504
Herzing University-Orlando,4,2,0.9231,692
Cortiva Institute,1,3,NULL,76
College of Biblical Studies-Houston,3,2,NULL,431
Inner State Beauty School,1,3,NULL,87
Mid-EastCTC-Adult Education,1,1,NULL,165
Polaris Career Center,1,1,NULL,74
P&A Scholars Beauty School,1,3,NULL,250
Sharp's Academy of Hairstyling,1,3,NULL,21
The College of Health Care Professions-Northwest,3,3,NULL,2811
School of Professional Horticulture New York Botanical Garden,1,2,NULL,19
Fortis College,2,3,NULL,394
Alhambra Beauty College,1,3,NULL,46
UEI College-Gardena,1,3,NULL,1142
Asian-American International Beauty College,1,3,NULL,420
Copper Mountain Community College,2,1,NULL,1533
Diversified Vocational College,1,3,NULL,223
UEI College-Fresno,1,3,NULL,1034
Santiago Canyon College,2,1,NULL,8182
Southern California Institute of Technology,3,3,NULL,568
Soka University of America,4,2,0.5199,392
Summit College,1,3,NULL,1036
Advance Beauty College,1,3,NULL,464
Los Angeles Pacific College,2,3,NULL,38
World Mission University,4,2,NULL,178
Yo San University of Traditional Chinese Medicine,4,2,NULL,NULL
Cannella School of Hair Design-Blue Island,1,3,NULL,3
John Amico School of Hair Design,1,3,NULL,229
Delta College Inc,1,3,NULL,184
Tri-State Cosmetology Institute,1,3,NULL,138
Frontier Community College,2,1,NULL,360
Lincoln Trail College,2,1,NULL,461
Wabash Valley College,2,1,NULL,510
American Institute of Interior Design,1,3,NULL,35
Brookline College-Tempe,2,3,NULL,555
Inter American University of Puerto Rico-School of Optometry,4,2,NULL,NULL
Schiller International University,4,3,NULL,21
Coconino Community College,2,1,NULL,2609
Emma's Beauty Academy-Juana Diaz,1,3,NULL,289
Brillare Beauty Institute,1,2,NULL,65
Columbia Central University-Yauco,3,3,NULL,168
Pima Medical Institute-Denver,2,3,NULL,721
ASA College,3,3,NULL,2961
Ohio State School of Cosmetology-Heath,1,3,NULL,90
Yeshivas Novominsk,0,2,0.8667,165
Southern Careers Institute-Corpus Christi,1,3,NULL,675
Rabbinical College of Ohr Shimon Yisroel,3,2,NULL,211
Carroll Community College,2,1,NULL,2203
Galen College of Nursing-Tampa Bay,2,3,NULL,2296
Galen College of Nursing-San Antonio,3,3,NULL,2587
Sarasota School of Massage Therapy,1,3,NULL,94
Schuyler Steuben Chemung Tioga Allegany BOCES,1,1,NULL,110
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,1,1,NULL,19
DCI Career Institute,1,3,NULL,48
Central Susquehanna Intermediate Unit LPN Career,1,1,0.716,93
Myotherapy College of Utah,1,3,NULL,105
City College-Gainesville,3,2,0.75,159
G Skin & Beauty Institute,1,3,NULL,499
Cosmetology Training Center,1,3,NULL,94
Stage One-The Hair School,1,3,NULL,43
Empire Beauty School-Malden,1,3,NULL,76
Xenon International Academy-Omaha,1,3,NULL,152
Capri Institute of Hair Design-Brick,1,3,NULL,129
Capri Institute of Hair Design-Kenilworth,1,3,NULL,73
Capri Institute of Hair Design-Paramus,1,3,NULL,79
Orlo School of Hair Design and Cosmetology,1,3,NULL,61
Eastland-Fairfield Career and Technical Schools,1,1,NULL,113
Empire Beauty School-Cincinnati,1,3,NULL,143
Mahoning County Career and Technical Center,1,1,NULL,58
Pickaway Ross Joint Vocational School District,1,1,NULL,177
Pioneer Career and Technology Center,1,1,NULL,37
Raphael's School of Beauty Culture Inc-Boardman,1,3,NULL,151
Scioto County Career Technical Center,1,1,NULL,108
Trumbull Career & Technical Center,1,1,NULL,75
Pacific Bible College,2,2,NULL,47
Lake Erie College of Osteopathic Medicine,4,2,NULL,7
UCAS University of Cosmetology Arts & Sciences-Harlingen,1,3,NULL,78
Highlights Beauty Schools,1,3,NULL,251
Empire Beauty School-Green Bay,1,3,NULL,61
Warren County Career Center,1,1,NULL,202
Paul Mitchell the School-Wichita,1,3,NULL,189
Pinnacle Institute of Cosmetology,1,3,NULL,56
Southern Careers Institute-Pharr,1,3,NULL,698
Laurel Technical Institute,2,3,0.9437,78
Florida National University-Main Campus,4,3,NULL,3262
Georgia Institute of Cosmetology,1,3,NULL,302
Nouvelle Institute,1,3,NULL,56
Franklin Technology Center Adult Education,1,1,NULL,133
Professional Technical Institution,1,3,NULL,150
