unique_id,worker_id,gender,english_first_language,age_group,education,dataset
1431,2520,male,1,30-45,bachelors,toxicity
1432,2787,male,0,18-30,hs,toxicity
1433,4207,male,0,18-30,hs,toxicity
1434,1875,male,1,30-45,hs,toxicity
1435,1592,male,0,18-30,bachelors,toxicity
1436,1765,male,0,30-45,hs,toxicity
1437,2080,male,0,30-45,hs,toxicity
1438,986,male,0,18-30,hs,toxicity
1439,2791,male,0,18-30,hs,toxicity
1440,1220,female,1,18-30,hs,toxicity
1441,119,male,1,18-30,none,toxicity
1442,331,male,0,18-30,masters,toxicity
1443,24,female,0,18-30,bachelors,toxicity
1444,815,male,0,30-45,masters,toxicity
1445,529,male,0,18-30,professional,toxicity
1446,2988,male,0,30-45,bachelors,toxicity
1447,2757,female,0,45-60,bachelors,toxicity
1448,2888,male,0,18-30,masters,toxicity
1449,1199,female,0,18-30,masters,toxicity
1450,1286,male,1,18-30,masters,toxicity
1451,1062,female,1,30-45,masters,toxicity
1452,1074,male,0,18-30,bachelors,toxicity
1453,537,male,0,18-30,hs,toxicity
1454,330,male,0,30-45,professional,toxicity
1455,3128,male,1,30-45,bachelors,toxicity
1456,2836,female,0,30-45,hs,toxicity
1457,627,female,0,30-45,bachelors,toxicity
1458,221,female,0,30-45,masters,toxicity
1459,1779,male,0,18-30,bachelors,toxicity
1460,348,male,0,18-30,bachelors,toxicity
1461,1460,female,0,45-60,masters,toxicity
1462,1509,male,0,30-45,masters,toxicity
1463,41,female,0,18-30,hs,toxicity
1464,1344,male,0,18-30,hs,toxicity
1465,1413,female,0,30-45,hs,toxicity
1466,3130,male,1,18-30,bachelors,toxicity
1467,1518,female,0,30-45,professional,toxicity
1468,797,female,0,18-30,masters,toxicity
1469,996,female,0,30-45,professional,toxicity
1470,1556,male,0,30-45,bachelors,toxicity
1471,3075,male,0,18-30,hs,toxicity
1472,3147,male,1,30-45,professional,toxicity
1473,3165,female,0,18-30,bachelors,toxicity
1474,1622,male,0,,bachelors,toxicity
1475,102,male,0,18-30,bachelors,toxicity
1476,3030,female,0,30-45,bachelors,toxicity
1477,513,male,0,30-45,bachelors,toxicity
1478,668,female,1,30-45,bachelors,toxicity
1479,2325,male,0,18-30,bachelors,toxicity
1480,1091,female,1,30-45,doctorate,toxicity
1481,1610,male,0,30-45,masters,toxicity
1482,1928,male,0,30-45,masters,toxicity
1483,2191,female,0,18-30,masters,toxicity
1484,2509,female,0,18-30,professional,toxicity
1485,1904,male,0,30-45,bachelors,toxicity
1486,2882,male,0,18-30,hs,toxicity
1487,2668,male,0,30-45,masters,toxicity
1488,2375,female,1,30-45,bachelors,toxicity
1489,2412,male,1,18-30,masters,toxicity
1490,1051,male,0,18-30,bachelors,toxicity
1491,1862,male,0,30-45,bachelors,toxicity
1492,1787,female,0,45-60,masters,toxicity
1493,3299,male,0,30-45,bachelors,toxicity
1494,4081,male,0,45-60,bachelors,toxicity
1495,757,male,1,30-45,bachelors,toxicity
1496,2212,female,0,30-45,bachelors,toxicity
1497,3762,male,1,Over 60,bachelors,toxicity
1498,4236,male,0,30-45,masters,toxicity
1499,483,male,0,30-45,bachelors,toxicity
1500,3665,male,0,18-30,bachelors,toxicity
1501,3320,male,1,18-30,bachelors,toxicity
1502,1723,male,0,18-30,masters,toxicity
1503,131,female,0,45-60,bachelors,toxicity
1504,1057,female,0,30-45,masters,toxicity
1505,261,male,0,18-30,professional,toxicity
1506,2767,female,0,18-30,bachelors,toxicity
1507,2615,female,0,18-30,masters,toxicity
1508,3080,female,0,30-45,bachelors,toxicity
1509,3428,male,0,30-45,bachelors,toxicity
1510,2712,male,0,30-45,hs,toxicity
1511,3722,male,0,,professional,toxicity
1512,2026,male,0,18-30,bachelors,toxicity
1513,3897,male,0,30-45,masters,toxicity
1514,1,male,0,18-30,hs,toxicity
1515,1454,female,0,18-30,hs,toxicity
1516,360,female,0,18-30,masters,toxicity
1517,1175,female,0,18-30,bachelors,toxicity
1518,1303,female,0,30-45,bachelors,toxicity
1519,778,male,1,18-30,bachelors,toxicity
1520,2525,male,0,18-30,masters,toxicity
1521,1775,male,0,18-30,bachelors,toxicity
1522,2946,female,0,45-60,masters,toxicity
1523,1240,male,0,18-30,hs,toxicity
1524,2591,female,0,30-45,bachelors,toxicity
1525,1066,male,0,18-30,hs,toxicity
1526,2976,male,0,18-30,hs,toxicity
1527,1144,male,0,18-30,hs,toxicity
1528,1324,male,0,45-60,professional,toxicity
1529,1368,male,0,18-30,bachelors,toxicity
1530,2775,male,0,30-45,some,toxicity
1531,151,male,0,30-45,hs,toxicity
1532,908,male,0,30-45,professional,toxicity
1533,1075,male,0,30-45,professional,toxicity
1534,913,male,0,18-30,bachelors,toxicity
1535,1828,female,1,30-45,hs,toxicity
1536,2006,male,0,18-30,hs,toxicity
1537,2792,male,0,18-30,masters,toxicity
1538,4057,female,0,30-45,professional,toxicity
1539,3425,male,0,18-30,hs,toxicity
1540,228,male,0,30-45,bachelors,toxicity
1541,271,male,0,18-30,professional,toxicity
1542,2295,female,0,45-60,bachelors,toxicity
1543,3478,female,0,18-30,masters,toxicity
1544,2651,male,1,18-30,professional,toxicity
1545,4290,male,0,18-30,bachelors,toxicity
1546,2662,female,0,30-45,bachelors,toxicity
1547,1381,female,0,18-30,masters,toxicity
1548,775,female,0,30-45,hs,toxicity
1549,4210,female,1,45-60,bachelors,toxicity
1550,2209,male,0,18-30,bachelors,toxicity
1551,368,female,0,18-30,hs,toxicity
1552,4276,male,0,18-30,doctorate,toxicity
1553,3521,female,0,18-30,masters,toxicity
1554,501,female,0,30-45,bachelors,toxicity
1555,484,male,0,30-45,bachelors,toxicity
1556,1339,male,0,18-30,some,toxicity
1557,2342,male,0,18-30,hs,toxicity
1558,2685,male,0,30-45,hs,toxicity
1559,3288,male,0,30-45,some,toxicity
1560,1138,female,0,30-45,bachelors,toxicity
1561,713,male,0,30-45,bachelors,toxicity
1562,2973,male,0,18-30,masters,toxicity
1563,3395,male,0,45-60,bachelors,toxicity
1564,4167,male,0,30-45,bachelors,toxicity
1565,688,male,0,30-45,bachelors,toxicity
1566,1399,female,0,18-30,bachelors,toxicity
1567,143,male,0,18-30,bachelors,toxicity
1568,175,female,0,18-30,hs,toxicity
1569,1311,female,1,18-30,masters,toxicity
1570,401,female,0,18-30,bachelors,toxicity
1571,2087,male,0,18-30,hs,toxicity
1572,2090,female,0,18-30,hs,toxicity
1573,2186,male,0,30-45,professional,toxicity
1574,1419,female,0,18-30,hs,toxicity
1575,3863,female,0,18-30,professional,toxicity
1576,936,male,0,30-45,masters,toxicity
1577,3499,female,0,30-45,hs,toxicity
1578,1386,male,1,30-45,bachelors,toxicity
1579,4165,male,0,30-45,masters,toxicity
1580,1947,male,0,30-45,some,toxicity
1581,1438,male,0,30-45,masters,toxicity
1582,3056,female,0,30-45,bachelors,toxicity
1583,1017,male,0,18-30,bachelors,toxicity
1584,938,male,0,30-45,bachelors,toxicity
1585,3000,female,0,30-45,hs,toxicity
1586,801,female,0,18-30,bachelors,toxicity
1587,3051,male,0,18-30,bachelors,toxicity
1588,3213,male,0,30-45,masters,toxicity
1589,2105,male,0,30-45,bachelors,toxicity
1590,4263,male,0,18-30,masters,toxicity
1591,3747,male,0,45-60,hs,toxicity
1592,1540,female,0,Over 60,hs,toxicity
1593,553,male,0,18-30,bachelors,toxicity
1594,964,male,0,18-30,bachelors,toxicity
1595,3816,male,0,18-30,hs,toxicity
1596,527,male,0,30-45,masters,toxicity
1597,989,female,1,18-30,some,toxicity
1598,3795,female,1,45-60,hs,toxicity
1599,3855,male,0,30-45,masters,toxicity
1600,2247,male,0,18-30,bachelors,toxicity
1601,728,female,0,18-30,hs,toxicity
1602,1206,male,0,18-30,bachelors,toxicity
1603,274,male,0,30-45,masters,toxicity
1604,3050,female,0,18-30,masters,toxicity
1605,2780,female,0,18-30,professional,toxicity
1606,2956,male,1,18-30,masters,toxicity
1607,2869,female,0,18-30,professional,toxicity
1608,3544,male,0,18-30,bachelors,toxicity
1609,1297,male,0,30-45,doctorate,toxicity
1610,3727,female,0,30-45,bachelors,toxicity
1611,152,female,0,18-30,masters,toxicity
1612,2074,male,0,30-45,professional,toxicity
1613,3475,female,0,18-30,hs,toxicity
1614,3632,female,0,30-45,masters,toxicity
1615,2257,male,1,18-30,masters,toxicity
1616,1602,male,0,30-45,bachelors,toxicity
1617,1123,male,0,18-30,bachelors,toxicity
1618,2765,male,0,Under 18,hs,toxicity
1619,1071,male,0,18-30,hs,toxicity
1620,341,female,0,18-30,masters,toxicity
1621,900,female,1,45-60,hs,toxicity
1622,1630,male,0,18-30,hs,toxicity
1623,1595,male,0,18-30,professional,toxicity
1624,2648,male,0,30-45,hs,toxicity
1625,2747,male,0,18-30,bachelors,toxicity
1626,454,female,0,18-30,hs,toxicity
1627,1672,male,0,30-45,masters,toxicity
1628,1426,male,0,18-30,hs,toxicity
1629,3507,female,0,30-45,masters,toxicity
1630,1261,female,0,30-45,masters,toxicity
1631,3820,female,0,18-30,bachelors,toxicity
1632,1865,male,0,18-30,professional,toxicity
1633,3526,female,0,Under 18,bachelors,toxicity
1634,846,female,0,18-30,bachelors,toxicity
1635,1715,male,1,18-30,hs,toxicity
1636,1437,male,0,30-45,masters,toxicity
1637,1118,male,0,18-30,bachelors,toxicity
1638,1195,female,0,30-45,bachelors,toxicity
1639,3319,female,0,30-45,bachelors,toxicity
1640,38,female,0,30-45,bachelors,toxicity
1641,4234,male,0,18-30,bachelors,toxicity
1642,1197,female,0,18-30,hs,toxicity
1643,159,male,0,18-30,professional,toxicity
1644,2482,male,0,18-30,bachelors,toxicity
1645,2258,female,0,18-30,hs,toxicity
1646,4232,male,0,18-30,masters,toxicity
1647,1637,male,0,18-30,masters,toxicity
1648,738,male,0,18-30,hs,toxicity
1649,3458,male,0,18-30,hs,toxicity
1650,1131,male,0,18-30,masters,toxicity
1651,4287,female,0,30-45,bachelors,toxicity
1652,2082,female,1,30-45,hs,toxicity
1653,1217,male,1,30-45,doctorate,toxicity
1654,978,male,0,18-30,bachelors,toxicity
1655,1585,male,0,30-45,masters,toxicity
1656,473,female,0,18-30,masters,toxicity
1657,1818,female,1,45-60,bachelors,toxicity
1658,1291,male,0,45-60,hs,toxicity
1659,1336,male,0,30-45,hs,toxicity
1660,1842,female,0,18-30,hs,toxicity
1661,116,female,0,30-45,masters,toxicity
1662,2315,female,0,30-45,bachelors,toxicity
1663,701,male,0,30-45,bachelors,toxicity
1664,4227,male,1,18-30,bachelors,toxicity
1665,1705,male,0,30-45,bachelors,toxicity
1666,2619,female,0,18-30,hs,toxicity
1667,1899,male,0,18-30,bachelors,toxicity
1668,1636,female,0,18-30,hs,toxicity
1669,2569,male,0,45-60,professional,toxicity
1670,681,male,0,18-30,hs,toxicity
1671,4064,male,0,30-45,bachelors,toxicity
1672,460,male,0,30-45,masters,toxicity
1673,889,male,0,18-30,masters,toxicity
1674,1152,male,0,18-30,masters,toxicity
1675,1202,male,0,18-30,bachelors,toxicity
1676,3694,female,1,,hs,toxicity
1677,3238,male,1,30-45,bachelors,toxicity
1678,3845,male,0,30-45,bachelors,toxicity
1679,924,female,0,18-30,hs,toxicity
1680,1253,female,0,30-45,bachelors,toxicity
1681,696,male,1,18-30,doctorate,toxicity
1682,1567,female,1,45-60,bachelors,toxicity
1683,951,female,1,30-45,doctorate,toxicity
1684,413,female,0,18-30,professional,toxicity
1685,310,male,0,45-60,hs,toxicity
1686,2873,male,0,18-30,hs,toxicity
1687,2977,male,0,18-30,bachelors,toxicity
1688,3787,female,1,30-45,bachelors,toxicity
1689,3003,male,0,18-30,hs,toxicity
1690,2708,male,0,30-45,professional,toxicity
1691,1301,female,0,30-45,bachelors,toxicity
1692,3496,female,0,45-60,hs,toxicity
1693,216,female,0,18-30,hs,toxicity
1694,1234,male,1,18-30,professional,toxicity
1695,3523,male,0,30-45,masters,toxicity
1696,4107,male,0,18-30,professional,toxicity
1697,2517,male,0,30-45,masters,toxicity
1698,139,male,0,18-30,hs,toxicity
1699,2969,female,0,30-45,bachelors,toxicity
1700,3049,female,1,45-60,masters,toxicity
1701,2926,male,0,30-45,hs,toxicity
1702,1406,male,1,18-30,hs,toxicity
1703,2005,male,0,30-45,hs,toxicity
1704,26,male,0,18-30,bachelors,toxicity
1705,4043,male,0,45-60,masters,toxicity
1706,1424,female,0,18-30,hs,toxicity
1707,2701,female,1,45-60,masters,toxicity
1708,3064,male,0,45-60,hs,toxicity
1709,417,male,0,Under 18,bachelors,toxicity
1710,1642,male,0,30-45,masters,toxicity
1711,1988,female,0,18-30,masters,toxicity
1712,3799,male,0,18-30,masters,toxicity
1713,2769,male,1,18-30,bachelors,toxicity
1714,4104,female,0,30-45,bachelors,toxicity
1715,314,female,0,18-30,bachelors,toxicity
1716,1251,male,1,18-30,hs,toxicity
1717,2140,female,0,Over 60,masters,toxicity
1718,746,male,0,18-30,bachelors,toxicity
1719,3657,male,0,18-30,hs,toxicity
1720,2991,female,1,30-45,masters,toxicity
1721,675,female,0,30-45,masters,toxicity
1722,2234,female,0,30-45,bachelors,toxicity
1723,2744,male,0,18-30,hs,toxicity
1724,2929,female,0,30-45,hs,toxicity
1725,711,female,0,30-45,masters,toxicity
1726,1414,male,0,30-45,masters,toxicity
1727,1508,female,1,45-60,hs,toxicity
1728,3392,female,1,45-60,hs,toxicity
1729,3585,male,0,Under 18,hs,toxicity
1730,837,male,1,45-60,hs,toxicity
1731,76,male,0,18-30,hs,toxicity
1732,1581,male,0,45-60,professional,toxicity
1733,172,female,1,18-30,hs,toxicity
1734,2286,female,0,30-45,bachelors,toxicity
1735,441,male,0,18-30,bachelors,toxicity
1736,3509,male,0,18-30,hs,toxicity
1737,1130,female,1,18-30,masters,toxicity
1738,2138,female,0,Over 60,some,toxicity
1739,1994,female,0,18-30,hs,toxicity
1740,980,male,0,30-45,bachelors,toxicity
1741,966,male,0,30-45,some,toxicity
1742,1851,male,0,30-45,masters,toxicity
1743,2278,female,0,30-45,hs,toxicity
1744,479,male,1,30-45,masters,toxicity
1745,1004,female,0,18-30,masters,toxicity
1746,2801,female,0,18-30,masters,toxicity
1747,3768,female,1,18-30,hs,toxicity
1748,183,male,0,18-30,professional,toxicity
1749,1522,female,0,30-45,hs,toxicity
1750,1901,female,1,18-30,bachelors,toxicity
1751,3510,female,1,30-45,bachelors,toxicity
1752,3578,female,0,18-30,hs,toxicity
1753,1000,female,1,18-30,bachelors,toxicity
1754,1367,female,1,30-45,hs,toxicity
1755,4156,female,0,18-30,professional,toxicity
1756,3849,male,0,30-45,masters,toxicity
1757,450,male,0,18-30,bachelors,toxicity
1758,1332,female,0,30-45,bachelors,toxicity
1759,2238,male,0,30-45,bachelors,toxicity
1760,3793,male,1,18-30,masters,toxicity
1761,3036,male,0,30-45,masters,toxicity
1762,858,male,0,18-30,hs,toxicity
1763,3433,female,0,30-45,masters,toxicity
1764,1848,male,0,30-45,masters,toxicity
1765,2493,male,0,30-45,hs,toxicity
1766,1125,male,0,18-30,bachelors,toxicity
1767,519,male,0,30-45,professional,toxicity
1768,3048,male,0,30-45,hs,toxicity
1769,3775,male,0,,hs,toxicity
1770,648,male,0,18-30,hs,toxicity
1771,2480,female,1,45-60,hs,toxicity
1772,2427,female,0,18-30,professional,toxicity
1773,1190,male,1,18-30,hs,toxicity
1774,3542,female,0,18-30,professional,toxicity
1775,1042,female,1,30-45,hs,toxicity
1776,3025,female,0,30-45,professional,toxicity
1777,215,female,0,30-45,hs,toxicity
1778,4254,male,0,30-45,hs,toxicity
1779,2649,male,0,30-45,hs,toxicity
1780,1049,male,1,30-45,bachelors,toxicity
1781,2165,male,0,30-45,bachelors,toxicity
1782,1529,male,0,18-30,some,toxicity
1783,2572,male,0,45-60,hs,toxicity
1784,3732,female,1,30-45,hs,toxicity
1785,2382,female,0,30-45,professional,toxicity
1786,1664,female,0,18-30,hs,toxicity
1787,876,female,0,18-30,professional,toxicity
1788,2269,male,0,30-45,masters,toxicity
1789,767,male,0,Under 18,bachelors,toxicity
1790,277,female,0,30-45,bachelors,toxicity
1791,2137,female,1,,masters,toxicity
1792,4065,female,0,45-60,bachelors,toxicity
1793,3895,male,0,18-30,hs,toxicity
1794,385,male,0,18-30,masters,toxicity
1795,2211,male,1,45-60,hs,toxicity
1796,1204,male,0,18-30,bachelors,toxicity
1797,1132,male,0,30-45,hs,toxicity
1798,1628,male,1,30-45,bachelors,toxicity
1799,1409,male,0,18-30,hs,toxicity
1800,3146,male,0,18-30,bachelors,toxicity
1801,264,male,0,30-45,hs,toxicity
1802,1969,female,0,18-30,masters,toxicity
1803,1079,female,0,30-45,hs,toxicity
1804,520,male,1,18-30,hs,toxicity
1805,1455,female,1,18-30,masters,toxicity
1806,3938,female,0,30-45,bachelors,toxicity
1807,684,male,0,30-45,bachelors,toxicity
1808,3157,male,0,Under 18,bachelors,toxicity
1809,1142,female,0,18-30,bachelors,toxicity
1810,2013,male,0,30-45,masters,toxicity
1811,2784,male,0,30-45,bachelors,toxicity
1812,897,female,0,18-30,bachelors,toxicity
1813,1609,female,1,30-45,hs,toxicity
1814,1100,female,0,30-45,professional,toxicity
1815,1156,male,1,18-30,hs,toxicity
1816,2777,female,0,18-30,professional,toxicity
1817,2866,male,0,30-45,masters,toxicity
1818,1675,male,0,30-45,professional,toxicity
1819,1802,male,0,30-45,professional,toxicity
1820,3117,other,0,Under 18,hs,toxicity
1821,2242,female,0,30-45,hs,toxicity
1822,863,male,0,18-30,hs,toxicity
1823,2806,male,0,18-30,hs,toxicity
1824,2531,male,1,18-30,hs,toxicity
1825,3404,male,0,45-60,professional,toxicity
1826,2942,male,0,30-45,bachelors,toxicity
1827,3483,male,0,18-30,bachelors,toxicity
1828,1738,female,0,18-30,hs,toxicity
1829,532,male,0,18-30,bachelors,toxicity
1830,3927,male,0,18-30,professional,toxicity
1831,2846,male,0,18-30,hs,toxicity
1832,1383,male,0,45-60,bachelors,toxicity
1833,1849,male,0,18-30,bachelors,toxicity
1834,2827,female,1,Over 60,hs,toxicity
1835,1647,male,0,18-30,bachelors,toxicity
1836,77,male,0,18-30,bachelors,toxicity
1837,561,female,0,30-45,bachelors,toxicity
1838,1484,male,0,30-45,professional,toxicity
1839,2824,male,0,30-45,bachelors,toxicity
1840,847,male,0,18-30,bachelors,toxicity
1841,1808,male,0,30-45,bachelors,toxicity
1842,2445,female,0,18-30,professional,toxicity
1843,819,female,0,18-30,hs,toxicity
1844,2116,male,0,Under 18,hs,toxicity
1845,3044,female,0,18-30,hs,toxicity
1846,7,male,0,18-30,bachelors,toxicity
1847,1737,male,0,18-30,hs,toxicity
1848,1720,male,0,18-30,professional,toxicity
1849,818,female,1,30-45,bachelors,toxicity
1850,579,male,0,18-30,masters,toxicity
1851,3564,male,0,18-30,bachelors,toxicity
1852,1418,female,1,30-45,masters,toxicity
1853,2332,male,0,Over 60,bachelors,toxicity
1854,2838,male,0,18-30,hs,toxicity
1855,2374,male,0,18-30,hs,toxicity
1856,1103,female,1,18-30,professional,toxicity
1857,4214,male,0,30-45,bachelors,toxicity
1858,3776,male,0,18-30,professional,toxicity
1859,1866,male,1,18-30,bachelors,toxicity
1860,3338,male,1,30-45,bachelors,toxicity
1861,3670,male,1,18-30,bachelors,toxicity
1862,3865,female,0,30-45,hs,toxicity
1863,2298,female,0,18-30,bachelors,toxicity
1864,2190,male,0,30-45,professional,toxicity
1865,3492,male,1,18-30,professional,toxicity
1866,3854,male,0,18-30,hs,toxicity
1867,169,male,0,18-30,bachelors,toxicity
1868,3574,male,1,18-30,bachelors,toxicity
1869,3441,male,0,18-30,bachelors,toxicity
1870,852,male,0,18-30,professional,toxicity
1871,396,male,0,30-45,hs,toxicity
1872,953,female,0,18-30,hs,toxicity
1873,2114,female,1,30-45,masters,toxicity
1874,3629,male,0,Under 18,bachelors,toxicity
1875,522,male,0,18-30,hs,toxicity
1876,1868,female,0,30-45,bachelors,toxicity
1877,1639,male,1,18-30,bachelors,toxicity
1878,1993,male,0,18-30,professional,toxicity
1879,188,male,0,18-30,hs,toxicity
1880,3896,male,1,18-30,masters,toxicity
1881,89,male,0,30-45,masters,toxicity
1882,683,male,0,18-30,professional,toxicity
1883,2441,male,0,18-30,some,toxicity
1884,3172,male,0,18-30,professional,toxicity
1885,3432,female,0,18-30,professional,toxicity
1886,3904,female,0,30-45,bachelors,toxicity
1887,660,male,0,18-30,hs,toxicity
1888,866,female,0,18-30,bachelors,toxicity
1889,2022,male,0,30-45,hs,toxicity
1890,905,male,0,18-30,hs,toxicity
1891,1302,male,0,30-45,hs,toxicity
1892,1264,male,0,18-30,bachelors,toxicity
1893,1684,male,0,18-30,some,toxicity
1894,3032,male,1,30-45,masters,toxicity
1895,2084,female,0,30-45,bachelors,toxicity
1896,2745,male,0,45-60,hs,toxicity
1897,2722,female,0,30-45,bachelors,toxicity
1898,1506,male,1,18-30,masters,toxicity
1899,788,female,0,18-30,professional,toxicity
1900,4222,male,0,18-30,bachelors,toxicity
1901,416,male,0,30-45,hs,toxicity
1902,985,male,0,30-45,bachelors,toxicity
1903,2194,male,0,30-45,professional,toxicity
1904,3310,female,0,30-45,professional,toxicity
1905,3042,female,0,18-30,some,toxicity
1906,414,male,0,18-30,bachelors,toxicity
1907,2201,female,1,30-45,hs,toxicity
1908,1407,male,0,30-45,professional,toxicity
1909,1477,female,1,45-60,hs,toxicity
1910,2970,male,0,18-30,some,toxicity
1911,2735,male,0,45-60,hs,toxicity
1912,1712,male,1,45-60,masters,toxicity
1913,1366,female,0,30-45,hs,toxicity
1914,3910,male,0,30-45,bachelors,toxicity
1915,3019,male,1,18-30,bachelors,toxicity
1916,1192,male,0,18-30,bachelors,toxicity
1917,4140,female,0,30-45,bachelors,toxicity
1918,2093,male,0,45-60,hs,toxicity
1919,1538,female,0,18-30,professional,toxicity
1920,3682,male,0,30-45,masters,toxicity
1921,4003,male,0,45-60,bachelors,toxicity
1922,2795,male,0,18-30,masters,toxicity
1923,3573,male,1,18-30,professional,toxicity
1924,3484,male,0,18-30,hs,toxicity
1925,4087,female,0,30-45,bachelors,toxicity
1926,1758,male,1,18-30,bachelors,toxicity
1927,2951,male,1,18-30,hs,toxicity
1928,2820,female,0,45-60,some,toxicity
1929,289,male,0,45-60,hs,toxicity
1930,309,female,0,45-60,bachelors,toxicity
1931,1597,male,0,18-30,masters,toxicity
1932,2620,male,0,18-30,bachelors,toxicity
1933,3803,male,0,18-30,hs,toxicity
1934,2063,female,0,30-45,professional,toxicity
1935,2239,male,0,18-30,bachelors,toxicity
1936,1164,male,0,18-30,masters,toxicity
1937,254,male,0,18-30,hs,toxicity
1938,3161,male,0,18-30,hs,toxicity
1939,1850,male,0,30-45,hs,toxicity
1940,1709,male,0,Under 18,hs,toxicity
1941,2605,male,0,18-30,bachelors,toxicity
1942,874,male,0,18-30,bachelors,toxicity
1943,3986,male,0,18-30,masters,toxicity
1944,153,female,0,30-45,bachelors,toxicity
1945,1843,male,0,18-30,bachelors,toxicity
1946,2661,female,0,Over 60,doctorate,toxicity
1947,3279,male,0,Under 18,hs,toxicity
1948,2831,female,0,18-30,bachelors,toxicity
1949,1656,male,0,,hs,toxicity
1950,2529,male,0,30-45,hs,toxicity
1951,3570,female,0,45-60,professional,toxicity
1952,637,female,0,30-45,bachelors,toxicity
1953,2776,male,0,30-45,hs,toxicity
1954,432,male,0,18-30,bachelors,toxicity
1955,3015,female,0,18-30,bachelors,toxicity
1956,1511,male,0,18-30,bachelors,toxicity
1957,2218,male,0,18-30,professional,toxicity
1958,2828,male,0,18-30,masters,toxicity
1959,4238,male,0,18-30,masters,toxicity
1960,4151,male,1,30-45,hs,toxicity
1961,1416,female,0,18-30,professional,toxicity
1962,1498,female,0,18-30,masters,toxicity
1963,427,male,0,18-30,bachelors,toxicity
1964,3325,female,0,30-45,professional,toxicity
1965,1894,male,0,18-30,hs,toxicity
1966,2879,male,1,30-45,professional,toxicity
1967,3596,male,0,18-30,hs,toxicity
1968,3380,male,0,18-30,bachelors,toxicity
1969,2900,male,1,30-45,bachelors,toxicity
1970,1088,female,0,30-45,masters,toxicity
1971,976,male,0,30-45,professional,toxicity
1972,720,male,0,30-45,bachelors,toxicity
1973,2145,female,0,18-30,bachelors,toxicity
1974,3548,male,0,45-60,hs,toxicity
1975,1492,male,0,18-30,bachelors,toxicity
1976,518,male,0,18-30,hs,toxicity
1977,2216,male,0,30-45,hs,toxicity
1978,4075,female,1,18-30,bachelors,toxicity
1979,1219,male,0,30-45,bachelors,toxicity
1980,1274,male,0,18-30,professional,toxicity
1981,3546,male,0,30-45,professional,toxicity
1982,3606,male,0,Under 18,hs,toxicity
1983,3357,female,0,30-45,bachelors,toxicity
1984,240,male,0,18-30,professional,toxicity
1985,3343,male,0,30-45,bachelors,toxicity
1986,1520,male,0,18-30,bachelors,toxicity
1987,963,female,1,30-45,hs,toxicity
1988,3027,female,0,30-45,hs,toxicity
1989,4278,male,0,18-30,hs,toxicity
1990,2174,female,0,30-45,bachelors,toxicity
1991,438,male,0,18-30,hs,toxicity
1992,1532,male,0,18-30,hs,toxicity
1993,182,male,0,18-30,hs,toxicity
1994,806,male,0,18-30,bachelors,toxicity
1995,1494,male,0,18-30,bachelors,toxicity
1996,2329,female,1,18-30,hs,toxicity
1997,4113,male,0,18-30,hs,toxicity
1998,2338,male,0,18-30,hs,toxicity
1999,3002,female,0,18-30,masters,toxicity
2000,2019,male,0,18-30,masters,toxicity
2001,670,male,0,,bachelors,toxicity
2002,1677,male,0,30-45,professional,toxicity
2003,3072,male,0,18-30,bachelors,toxicity
2004,1111,male,0,18-30,hs,toxicity
2005,506,male,0,30-45,bachelors,toxicity
2006,687,female,0,18-30,bachelors,toxicity
2007,3755,male,1,18-30,bachelors,toxicity
2008,4252,female,0,18-30,some,toxicity
2009,1221,female,0,18-30,professional,toxicity
2010,3409,female,1,45-60,hs,toxicity
2011,2351,male,1,18-30,professional,toxicity
2012,3040,male,0,18-30,bachelors,toxicity
2013,835,male,0,18-30,masters,toxicity
2014,1340,male,0,18-30,bachelors,toxicity
2015,4178,male,0,45-60,hs,toxicity
2016,2858,female,1,30-45,masters,toxicity
2017,231,male,0,18-30,bachelors,toxicity
2018,526,female,0,18-30,bachelors,toxicity
2019,3470,female,0,18-30,masters,toxicity
2020,129,male,0,30-45,bachelors,toxicity
2021,288,male,0,18-30,hs,toxicity
2022,3035,female,0,18-30,bachelors,toxicity
2023,2683,male,1,30-45,hs,toxicity
2024,504,male,0,30-45,bachelors,toxicity
2025,1149,male,0,30-45,masters,toxicity
2026,3827,female,0,18-30,bachelors,toxicity
2027,2379,female,0,18-30,bachelors,toxicity
2028,2665,female,0,18-30,hs,toxicity
2029,3684,female,0,45-60,bachelors,toxicity
2030,2424,female,0,18-30,bachelors,toxicity
2031,4240,male,0,30-45,bachelors,toxicity
2032,1436,male,1,30-45,bachelors,toxicity
2033,2999,male,0,30-45,masters,toxicity
2034,3839,male,1,18-30,bachelors,toxicity
2035,959,male,1,18-30,masters,toxicity
2036,1711,male,0,30-45,professional,toxicity
2037,2474,female,1,30-45,hs,toxicity
2038,1345,male,1,30-45,bachelors,toxicity
2039,1820,male,0,18-30,bachelors,toxicity
2040,848,male,1,30-45,bachelors,toxicity
2041,2850,male,0,30-45,hs,toxicity
2042,3108,male,0,18-30,professional,toxicity
2043,4174,male,0,30-45,hs,toxicity
2044,1223,male,1,30-45,professional,toxicity
2045,528,male,0,18-30,bachelors,toxicity
2046,2369,female,0,18-30,bachelors,toxicity
2047,2574,female,0,Under 18,hs,toxicity
2048,1713,male,0,18-30,hs,toxicity
2049,3308,female,0,30-45,bachelors,toxicity
2050,291,female,0,30-45,hs,toxicity
2051,1968,female,0,18-30,bachelors,toxicity
